Employee ID,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
42219,31-Mar-23,Technical Skills,External,Completed,Patrickfort,Charles Olson,1,342.57
42220,15-Jan-23,Project Management,Internal,Completed,Mitchellchester,Lisa Gomez,2,694.21
42221,30-Dec-22,Project Management,External,Incomplete,North Jessica,Hunter Garcia,3,964.4
42222,18-Jun-23,Customer Service,Internal,Completed,Thompsonland,Bryan Reed,2,849.52
42223,19-Apr-23,Communication Skills,External,Incomplete,Port Robert,Kristen Brown,1,206.72
42224,20-Apr-23,Technical Skills,Internal,Failed,West Hollymouth,Christopher White,1,897.96
42225,15-Nov-22,Leadership Development,Internal,Failed,Clarkville,Guy Cuevas,4,583.66
42226,15-Aug-22,Communication Skills,Internal,Incomplete,East Jenniferchester,James Kelley,5,488.94
42227,16-Feb-23,Project Management,Internal,Completed,Mariahton,Frederick White,5,219.78
42228,16-Dec-22,Project Management,Internal,Incomplete,Evansborough,Katherine Vasquez,4,449.66
42229,21-Jan-23,Customer Service,Internal,Failed,North Vincentstad,Kimberly Blankenship,3,997.2
42230,15-Oct-22,Technical Skills,External,Failed,Kellyland,Danielle Peck,3,790.72
42231,31-Jul-23,Leadership Development,Internal,Passed,Mooreborough,Melissa Morgan,2,809.89
42232,20-Nov-22,Project Management,Internal,Failed,Martinview,Alexander Perez,4,267.76
42233,23-Apr-23,Technical Skills,Internal,Failed,Port Cindymouth,Jay Lopez,1,195.63
42234,28-Mar-23,Communication Skills,External,Passed,Vanessaport,Kaitlin Lynn,2,771.06
42235,06-Apr-23,Communication Skills,Internal,Failed,South Bradleychester,Sara Perry,2,121.05
42236,23-Oct-22,Communication Skills,Internal,Passed,Burkeport,Kelly Bennett,3,811.24
42237,19-Jul-23,Technical Skills,Internal,Passed,Ayersfurt,Jeffery Johnston,1,190.1
42238,21-Jan-23,Project Management,Internal,Passed,South Scottbury,Breanna Gonzalez,5,859.0
42239,19-May-23,Technical Skills,Internal,Passed,Mendozamouth,Melissa Campos,5,179.91
42240,25-Nov-22,Communication Skills,External,Incomplete,Rosefort,Brooke Murray,2,894.92
42241,11-Aug-22,Technical Skills,External,Completed,Brianshire,Scott Griffin,5,746.17
42242,18-Aug-22,Project Management,Internal,Incomplete,Paulport,Becky James,3,997.37
42243,11-Aug-22,Project Management,Internal,Completed,Garyshire,Justin Carter,2,790.71
42244,26-Oct-22,Customer Service,External,Failed,Lake Billy,Katherine Ward,5,413.08
42245,18-Aug-22,Project Management,Internal,Passed,Hayesborough,Michael Sullivan,2,394.54
42246,12-Jul-23,Leadership Development,Internal,Failed,Donnaland,Jimmy Collins,4,655.83
42247,11-Mar-23,Leadership Development,Internal,Incomplete,Clarkeside,Samantha Mcguire,3,752.91
42248,19-Sep-22,Communication Skills,External,Passed,Port Chris,Christian Ramsey,3,449.84
42249,18-Jul-23,Customer Service,External,Passed,Lake Andrea,Joseph Steele,3,226.92
42250,01-Jan-23,Customer Service,Internal,Completed,Angelatown,Jacob White,3,370.79
42251,08-Feb-23,Project Management,External,Incomplete,Monicahaven,Alexander Tanner,2,964.12
42252,04-Mar-23,Leadership Development,Internal,Incomplete,West Craig,Christopher Gibson,2,836.19
42253,30-Sep-22,Leadership Development,Internal,Passed,South David,John Hobbs,1,561.89
42254,21-Mar-23,Customer Service,External,Passed,Davisfort,Daniel Wood,3,578.02
42255,04-Feb-23,Communication Skills,External,Incomplete,Billyville,Regina Blevins,3,282.26
42256,15-Dec-22,Communication Skills,External,Completed,New Kevin,Charles Garcia,3,848.52
42257,05-Oct-22,Leadership Development,External,Incomplete,New Jenna,Brandon Cunningham,4,882.2
42258,11-Aug-22,Communication Skills,Internal,Passed,Lake Daniel,Michele Mendoza,2,517.83
42259,02-Apr-23,Communication Skills,Internal,Completed,Kevinton,Kevin Wilkinson,2,935.28
42260,11-Apr-23,Communication Skills,Internal,Incomplete,Edwardview,Theresa Burke,3,192.39
42261,17-Nov-22,Communication Skills,External,Passed,East Jacob,Ashlee Conley,2,242.18
42262,15-Nov-22,Customer Service,External,Passed,East Jeremy,Stacey Sparks,2,680.45
42263,05-Jul-23,Project Management,Internal,Incomplete,New Ryan,Lisa Tran,2,536.2
42264,05-Sep-22,Customer Service,Internal,Completed,Port Amy,Sharon Mcfarland,1,309.56
42265,14-Feb-23,Communication Skills,Internal,Completed,Michaelfort,Jacob Lee,4,107.48
42266,14-Feb-23,Leadership Development,External,Completed,Lake Jonathanville,Marissa Parker,1,777.95
42267,17-Dec-22,Project Management,External,Failed,West Laura,Debbie Salas,1,627.11
42268,05-Mar-23,Leadership Development,External,Completed,Traceyfurt,Katie Mccarthy,4,544.43
42269,31-Mar-23,Technical Skills,Internal,Incomplete,Hillland,Leslie Jacobs,1,574.91
42270,30-Mar-23,Customer Service,Internal,Incomplete,Michaelside,Lauren Matthews,2,529.91
42271,04-Nov-22,Customer Service,Internal,Failed,South Codychester,Rebecca Stone,3,454.92
42272,21-Dec-22,Project Management,External,Failed,Gomezville,Christopher Whitehead,1,361.52
42273,15-Jul-23,Communication Skills,Internal,Failed,East Katherine,Chris Clark,1,572.45
42274,14-Dec-22,Customer Service,External,Passed,Harrisport,Robert George,3,740.89
42275,02-Feb-23,Project Management,Internal,Failed,Lake Brett,Kiara Davenport,2,460.62
42276,26-Nov-22,Project Management,Internal,Failed,Ronniefurt,Jonathan Perry,5,282.85
42277,30-Dec-22,Technical Skills,External,Incomplete,West Carl,Aaron Duncan,4,843.69
42278,23-Apr-23,Technical Skills,External,Failed,New Benjamin,Gary Love,3,136.76
42279,26-Jan-23,Communication Skills,External,Failed,Maryfurt,Robert Stevens,5,834.95
42280,22-Feb-23,Project Management,Internal,Passed,New Curtis,Kara Kemp,3,337.15
42281,16-Mar-23,Communication Skills,External,Incomplete,East Jackstad,Mr. Robert Byrd MD,4,357.57
42282,05-Feb-23,Leadership Development,Internal,Passed,Lake Amandaville,Sara Ramirez,5,881.61
42283,26-Sep-22,Project Management,External,Passed,New Molly,Katie Wong MD,1,986.96
42284,02-Nov-22,Communication Skills,External,Failed,Claudiashire,John Gutierrez DDS,5,788.67
42285,21-Oct-22,Customer Service,External,Failed,Phamchester,Michael Garcia,4,611.15
42286,29-Dec-22,Customer Service,External,Incomplete,North Dominique,Jonathan Flores,1,575.42
42287,13-Apr-23,Technical Skills,Internal,Passed,West Kathleen,Chase Carter,1,927.52
42288,06-Oct-22,Customer Service,Internal,Completed,North Michaelbury,Jacob Johnson,2,745.31
42289,31-Dec-22,Communication Skills,Internal,Incomplete,Daisyview,Donna Cain PhD,2,687.99
42290,08-Nov-22,Project Management,External,Completed,Port Robertmouth,Jessica Wallace,4,469.03
42291,18-Aug-22,Project Management,Internal,Passed,Hayesborough,Michael Sullivan,2,394.54
42292,10-May-23,Communication Skills,External,Incomplete,Evansland,Barbara Moore,3,685.62
42293,21-Nov-22,Project Management,External,Passed,New Faith,Stephanie Horton,4,426.45
42294,26-Mar-23,Leadership Development,External,Completed,Yangland,Anthony Cannon,1,718.38
42295,10-May-23,Project Management,Internal,Completed,Dustinhaven,Priscilla Andrews,5,224.58
42296,16-Apr-23,Project Management,External,Completed,New Bethstad,Robert Chapman,3,240.94
42297,09-Jan-23,Customer Service,Internal,Failed,North Emily,Carmen Cortez,2,808.51
42298,22-Apr-23,Customer Service,External,Incomplete,New Colinfort,Angela Colon,5,662.15
42299,25-Mar-23,Project Management,External,Failed,Port Mariah,Terry Russell,1,446.07
42300,13-May-23,Communication Skills,Internal,Failed,Smithside,Ronald Jackson,3,774.02
42301,02-Feb-23,Communication Skills,Internal,Completed,Port Aaron,Jonathan Todd,4,697.67
42302,13-Jul-23,Customer Service,Internal,Failed,Craigton,David Wright,2,656.05
42303,23-Nov-22,Leadership Development,External,Passed,New Jamesstad,Marissa Dean,5,269.03
42304,05-Aug-23,Communication Skills,Internal,Passed,Byrdville,David Martin,5,694.23
42305,21-Mar-23,Project Management,Internal,Failed,Raymondberg,Robert Stevens,5,860.16
42306,15-Mar-23,Leadership Development,Internal,Incomplete,Nguyenmouth,Tamara Perez,3,967.08
42307,22-Apr-23,Customer Service,External,Incomplete,New Colinfort,Angela Colon,5,662.15
42308,18-Aug-22,Communication Skills,Internal,Failed,South Joshuatown,Richard Mckee,4,161.4
42309,09-Oct-22,Project Management,External,Incomplete,Williamston,Joanna Long,3,379.57
42310,02-Sep-22,Customer Service,External,Completed,West Catherineton,Lori Smith,5,924.85
42311,17-Aug-22,Project Management,Internal,Passed,Tapiastad,Jason Mendoza,5,546.24
42312,27-Jul-23,Technical Skills,Internal,Failed,Johnsonfort,April Howell,2,575.11
42313,05-Sep-22,Technical Skills,External,Passed,East Laurenstad,Kathleen Valenzuela,1,596.23
42314,23-Oct-22,Leadership Development,Internal,Incomplete,New Troyshire,Patricia Simpson,1,189.64
42315,21-Apr-23,Customer Service,Internal,Failed,Katherineland,Brittney Chapman,1,953.68
42316,27-Mar-23,Leadership Development,Internal,Completed,West Dylan,Tracy Davis,4,599.79
42317,07-Nov-22,Leadership Development,External,Failed,New Cynthia,Kristin Terry,5,429.48
42318,07-Sep-22,Project Management,Internal,Completed,Perryside,Amanda Richardson,1,294.74
42319,20-May-23,Technical Skills,External,Incomplete,Port Vanessamouth,Steven Miller,4,880.21
42320,29-Dec-22,Technical Skills,External,Incomplete,Lake Susanmouth,Brandon Booker,1,856.71
42321,06-Nov-22,Communication Skills,External,Completed,Richardmouth,Ashley Wright,1,238.27
42322,31-Jan-23,Customer Service,Internal,Completed,Christineburgh,Brian Powers,1,397.27
42323,31-Dec-22,Customer Service,Internal,Passed,Parkertown,Mark Bowen,1,338.16
42324,21-Sep-22,Customer Service,Internal,Failed,Port Greg,Amanda Daniels,4,510.83
42325,23-Sep-22,Technical Skills,Internal,Incomplete,Guzmanville,Stephanie Stokes,5,609.18
42326,24-Feb-23,Customer Service,External,Incomplete,Jasonborough,Vincent Spencer,1,604.93
42327,23-Sep-22,Communication Skills,External,Passed,East Connor,Susan Fowler,5,105.41
42328,13-Jan-23,Project Management,External,Incomplete,East Derek,Stacy Diaz,3,267.72
42329,20-Aug-22,Project Management,Internal,Incomplete,New Arthur,Maria Gonzalez,1,523.44
42330,10-Feb-23,Customer Service,Internal,Failed,Taylorbury,April Parrish,5,113.48
42331,24-Feb-23,Leadership Development,External,Passed,Anthonymouth,Jennifer Peterson,2,145.47
42332,01-Sep-22,Communication Skills,External,Completed,Jonesshire,Joseph Smith,1,483.26
42333,23-Oct-22,Project Management,External,Completed,Ericberg,Mrs. Margaret Moon DDS,2,606.3
42334,08-May-23,Technical Skills,External,Completed,Frankborough,William Smith,2,413.66
42335,01-Oct-22,Leadership Development,External,Passed,New Brittanyshire,Eric Bradley,1,321.25
42336,17-Mar-23,Project Management,External,Failed,Brandtchester,Justin Adams,4,234.77
42337,03-Nov-22,Project Management,External,Completed,Milesshire,Cheryl Ortiz,2,399.26
42338,05-Apr-23,Technical Skills,Internal,Failed,North Janice,Terri Christensen,3,833.23
42339,03-Mar-23,Technical Skills,External,Incomplete,Port Jennifershire,Katrina Maldonado,4,505.59
42340,01-Oct-22,Leadership Development,External,Passed,New Brittanyshire,Eric Bradley,1,321.25
42341,12-Jul-23,Project Management,External,Passed,Leslieburgh,James Reid,1,812.6
42342,31-Dec-22,Technical Skills,Internal,Incomplete,Port Brittanyton,Barbara Cochran,5,305.05
42343,21-May-23,Technical Skills,Internal,Passed,Matthewfurt,Kevin Navarro,2,935.49
42344,08-Sep-22,Customer Service,External,Failed,North Monicahaven,Matthew Jones,4,148.29
42345,11-May-23,Project Management,External,Completed,East Kevinport,Mary Little,1,977.23
42346,12-Dec-22,Customer Service,External,Failed,Lake Riley,Jacob Roach,1,693.56
42347,02-Oct-22,Technical Skills,External,Passed,New Mark,Nancy Park,2,953.59
42348,08-Feb-23,Communication Skills,Internal,Completed,Traceyborough,Melissa Kerr,1,433.69
42349,05-Feb-23,Customer Service,External,Completed,West Cindy,Francisco Walker,3,758.62
42350,22-Nov-22,Project Management,External,Failed,East Kevinburgh,Chelsea Stokes,2,386.95
42351,14-Apr-23,Customer Service,Internal,Completed,Lake Stephaniefort,Ralph Chavez,2,399.05
42352,16-May-23,Communication Skills,Internal,Completed,Cooperview,Richard Flynn,5,142.57
42353,10-Jul-23,Leadership Development,Internal,Completed,Michelleland,Shirley Ali,4,977.99
42354,01-May-23,Communication Skills,Internal,Completed,Johnsonfurt,Richard Martinez,2,928.81
42355,11-Jan-23,Project Management,Internal,Failed,Jeffreytown,Beth Lopez,5,577.84
42356,18-Feb-23,Technical Skills,External,Incomplete,Mcmahonton,Charles Farrell,5,170.62
42357,28-Apr-23,Project Management,Internal,Incomplete,East Alyssa,Melanie Middleton,3,726.03
42358,07-Aug-22,Technical Skills,Internal,Incomplete,East Sarahland,Daniel Morris,1,737.04
42359,27-Mar-23,Leadership Development,Internal,Passed,New Jamesville,Stephanie Good DVM,1,976.58
42360,10-Apr-23,Project Management,Internal,Failed,Cookebury,Roberto Brennan,3,737.91
42361,08-Feb-23,Project Management,Internal,Failed,Murphyland,Mark Moore,3,667.23
42362,18-Aug-22,Customer Service,External,Failed,Rodriguezview,Kenneth Gonzalez,1,947.57
42363,23-Aug-22,Technical Skills,External,Completed,New Mark,Jeanette Kirby,3,140.78
42364,07-Feb-23,Customer Service,Internal,Incomplete,Port Zachary,William Leonard,2,512.02
42365,06-May-23,Technical Skills,External,Failed,Rachaelstad,Kristi Hampton,4,986.01
42366,08-Feb-23,Project Management,Internal,Failed,Murphyland,Mark Moore,3,667.23
42367,03-Feb-23,Communication Skills,External,Passed,West Dawn,Jennifer Miller,2,136.6
42368,21-Aug-22,Leadership Development,External,Failed,Hooverberg,Amanda Randolph,5,567.55
42369,09-Dec-22,Technical Skills,Internal,Incomplete,Taylorview,Lauren Miller,1,109.33
42370,14-Nov-22,Communication Skills,External,Passed,North Johnnyberg,Brittany Gutierrez,1,921.81
42371,19-Oct-22,Customer Service,Internal,Passed,South Amy,Eric Weiss,3,649.51
42372,12-Jan-23,Project Management,Internal,Failed,Lindseyburgh,Kevin Nichols,1,664.23
42373,23-Aug-22,Project Management,External,Failed,South Paul,Jacqueline Thornton,4,323.12
42374,29-May-23,Communication Skills,External,Failed,Nancyview,Christopher Underwood,1,649.03
42375,04-Jan-23,Communication Skills,Internal,Completed,East Corey,Robin Berry,2,423.31
42376,30-Jan-23,Communication Skills,Internal,Completed,Deborahville,Dennis Romero,3,915.92
42377,02-Dec-22,Project Management,Internal,Completed,West Sierrafurt,Daniel Ramos,3,722.92
42378,22-Mar-23,Technical Skills,Internal,Incomplete,Mollymouth,Jennifer Diaz,2,386.87
42379,07-Jan-23,Communication Skills,Internal,Incomplete,Tapiabury,Brian Graham,4,881.8
42380,30-Jan-23,Customer Service,Internal,Incomplete,Lake Sherryside,Jared Moses,4,134.93
42381,27-Sep-22,Project Management,Internal,Passed,Port Tylerfort,Ryan Powers,5,107.25
42382,02-Apr-23,Leadership Development,External,Passed,East Wesleyport,William Rios,5,350.68
42383,03-May-23,Project Management,Internal,Failed,East Frank,Kimberly May,5,817.92
42384,05-Aug-23,Communication Skills,Internal,Passed,Byrdville,David Martin,5,694.23
42385,29-Jul-23,Project Management,Internal,Incomplete,South Brendabury,Zachary Alvarez,2,996.77
42386,27-Jun-23,Communication Skills,Internal,Failed,West Taratown,Jamie Mays,2,844.93
42387,21-Dec-22,Project Management,External,Failed,Gomezville,Christopher Whitehead,1,361.52
42388,21-Aug-22,Technical Skills,Internal,Completed,East Keithside,Alexander Bradley,1,505.6
42389,14-May-23,Leadership Development,Internal,Failed,Wolfeton,Jonathan Hunt,5,381.36
42390,01-May-23,Leadership Development,Internal,Failed,Lake Roberthaven,Marc Burns,5,374.69
42391,11-May-23,Technical Skills,Internal,Passed,Reynoldsville,Deborah Ball,4,703.29
42392,07-Oct-22,Leadership Development,Internal,Passed,South Keithside,Matthew Davis,1,372.99
42393,08-Jun-23,Customer Service,External,Completed,East Williamburgh,Frances Hansen,4,218.61
42394,02-Sep-22,Project Management,Internal,Failed,Port Dawn,Austin Gonzalez,1,370.64
42395,17-Mar-23,Project Management,Internal,Incomplete,North Rebecca,Linda Cunningham,5,388.61
42396,21-Oct-22,Technical Skills,Internal,Incomplete,Port Scott,Valerie Villegas,2,132.09
42397,10-Feb-23,Technical Skills,External,Failed,Port Michael,Julie Allen,5,553.4
42398,06-Dec-22,Communication Skills,Internal,Passed,North Megan,Johnny Moore,3,643.9
42399,09-Oct-22,Technical Skills,Internal,Incomplete,South Nathan,Sylvia Obrien,2,932.4
42400,24-Oct-22,Customer Service,External,Failed,Port Timview,Alyssa Lowe,3,668.59
42401,30-Apr-23,Communication Skills,External,Completed,Lake Stuartfurt,Eric Johnson,2,606.68
42402,01-Nov-22,Leadership Development,Internal,Failed,Robinview,Erin Mills,5,990.59
42403,16-Jul-23,Customer Service,Internal,Passed,Lake Jason,Clifford Washington,5,223.6
42404,25-Jul-23,Project Management,Internal,Incomplete,Lake Tashaside,Andrew Velazquez,5,567.74
42405,19-Dec-22,Communication Skills,Internal,Passed,Benjaminhaven,Lisa Huffman,5,266.62
42406,04-Jul-23,Communication Skills,Internal,Failed,South Michael,Joanna Dixon,5,928.48
42407,13-Jul-23,Technical Skills,External,Failed,North Ashleytown,Donald Anderson,4,443.99
42408,07-Jun-23,Leadership Development,External,Incomplete,Port Jason,Marissa Harris,5,144.66
42409,08-Apr-23,Leadership Development,External,Passed,Carolbury,Amy Gomez,5,774.74
42410,25-Mar-23,Communication Skills,Internal,Passed,Wagnerfort,Dennis Davis,5,866.13
42411,09-Oct-22,Project Management,Internal,Failed,Port Davidfurt,Stephen Chandler,4,903.88
42412,02-Nov-22,Technical Skills,External,Completed,Richardsville,David Anderson,3,545.69
42413,23-Sep-22,Technical Skills,Internal,Completed,New Thomas,Brett Hernandez,1,798.08
42414,07-Oct-22,Technical Skills,External,Incomplete,Huynhfort,Michael Ramirez,2,669.3
42415,01-Mar-23,Leadership Development,Internal,Passed,East Shaneton,Jasmine George,1,788.69
42416,26-Apr-23,Leadership Development,Internal,Completed,Hebertfort,Adam Smith PhD,2,238.23
42417,26-Feb-23,Communication Skills,External,Completed,North Justinbury,Jonathan Davis,2,326.98
42418,18-Aug-22,Leadership Development,Internal,Failed,Devinfurt,Brenda Rice,4,983.02
42419,11-May-23,Technical Skills,Internal,Passed,East Kyle,Karen Bailey,2,781.35
42420,01-Jan-23,Communication Skills,External,Completed,New Jason,Kristin Freeman,1,894.66
42421,01-Oct-22,Project Management,Internal,Passed,West Joshuaburgh,Mark Johnson,4,807.32
42422,16-Jun-23,Technical Skills,External,Failed,East Lauraton,Keith Smith,3,468.78
